sub,cond,date,V1,Cost,Handling,Offer,Choice,RT,ExpTime,ResponseType,Block,BlockType,HandleTime,TravelTime,condCode
181,cogTask,06022019,76,COGNITIVE,10,20,1,10.0005841255188,1162.82648897171,Reward,3,0,12,8,2
181,wait,06022019,77,WAIT,10,4,0,0.90001916885376,1172.87581706047,OfferQuit,3,0,12,8,1
181,wait,06022019,78,WAIT,10,8,1,10.0168650150299,1190.92641687393,Reward,3,0,12,8,1
181,wait,06022019,79,WAIT,10,20,1,10.0168380737305,1210.99335289001,Reward,3,0,12,8,1
181,cogTask,06022019,80,COGNITIVE,10,8,1,10.0009279251099,1231.04419207573,Reward,3,0,12,8,2
181,wait,06022019,81,WAIT,10,20,1,10.0169200897217,1251.11042189598,Reward,3,0,12,8,1
181,cogTask,06022019,82,COGNITIVE,10,4,0,0.827975034713745,1261.1603269577,OfferQuit,3,0,12,8,2
181,wait,06022019,83,WAIT,10,8,1,10.0173771381378,1279.21073198318,Reward,3,0,12,8,1
181,wait,06022019,84,WAIT,10,20,1,10.0174689292908,1357.94498801231,Reward,4,1,12,8,1
181,phys,06022019,85,GRIP,10,20,1,10.0309720039368,1378.02594208717,Reward,4,1,12,8,3
181,phys,06022019,86,GRIP,10,8,0,1.28939580917358,1388.07856297493,OfferQuit,4,1,12,8,3
181,wait,06022019,87,WAIT,10,8,0,1.14269304275513,1396.11193394661,OfferQuit,4,1,12,8,1
181,phys,06022019,88,GRIP,10,4,0,1.40876388549805,1404.14512896538,OfferQuit,4,1,12,8,3
181,wait,06022019,89,WAIT,10,4,0,1.01715397834778,1412.17877388,OfferQuit,4,1,12,8,1
181,wait,06022019,90,WAIT,10,4,0,0.933778047561646,1420.21222090721,OfferQuit,4,1,12,8,1
181,phys,06022019,91,GRIP,10,20,1,10.019257068634,1438.26487898827,Reward,4,1,12,8,3
181,phys,06022019,92,GRIP,10,8,1,10.0301339626312,1458.34247899055,Reward,4,1,12,8,3
181,phys,06022019,93,GRIP,10,4,0,0.491497993469238,1468.39637899399,OfferQuit,4,1,12,8,3
